Tata,D/N,Config,Test time,Line,Fixture,SN,Failure Mode,Failure Description,Retest,NTF,Fail,SOF,OFFLINE
2020-08-05,D,G950-04226-01,2020-08-05T12:34:01Z,N19,LED-N1902,WIP0804105APAM3WA,device offline,device offline YES,0,0,0,0,1,
2020-08-04,D,G950-04226-02,2020-08-04T13:54:24Z,M39,LED-M3903,WIP0803105APAL21J,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T12:41:16Z,N39,LED-N3903,WIP0804105APAM4XY,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T12:47:10Z,N39,LED-N3903,WIP0804105APAM4WR,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T12:47:10Z,N39,LED-N3903,WIP0804105APAM4WR,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T12:50:24Z,N29,LED-N2902,WIP0804105APAM4W8,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T12:56:59Z,M39,LED-M3905,WIP0804105APALK1G,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:00:48Z,M39,LED-M3905,WIP0804105APALJUW,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:02:07Z,M39,LED-M3903,WIP0804105APALJUR,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:05:17Z,M39,LED-M3905,WIP0804105APALJUM,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T13:05:35Z,N19,LED-N1902,WIP0804105APAM3TU,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:08:29Z,M29,LED-M2903,WIP0804105APALUD4,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:10:37Z,K19,LED-K1903,WIP0803105APAKT23,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:11:07Z,M29,LED-M2902,WIP0804105APALUC9,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:13:57Z,M39,LED-M3905,WIP0804105APALK3E,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:13:57Z,M39,LED-M3905,WIP0804105APALK3E,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:18:22Z,M39,LED-M3905,WIP0804105APALJPG,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:22:26Z,M29,LED-M2905,WIP0804105APALUAF,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:23:00Z,K19,LED-K1901,WIP0803105APALFNP,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:28:53Z,M39,LED-M3905,WIP0804105APALJTX,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:33:53Z,M39,LED-M3905,WIP0804105APALJMK,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:34:23Z,M39,LED-M3903,WIP0804105APALJYW,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:35:38Z,N29,LED-N2905,WIP0804105APAM4NC,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:36:13Z,M39,LED-M3902,WIP0804105APALJLT,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T13:36:41Z,N19,LED-N1904,WIP0804105APAM3GV,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:36:59Z,N39,LED-N3903,WIP0804105APAM4MV,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:39:34Z,M39,LED-M3905,WIP0804105APALJKK,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:41:02Z,N29,LED-N2902,WIP0804105APAM4MB,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:41:17Z,M39,LED-M3901,WIP0804105APALJJL,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T13:43:35Z,N19,LED-N1904,WIP0804105APAM3FE,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:45:55Z,M39,LED-M3905,WIP0804105APALJJW,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:47:11Z,M39,LED-M3905,WIP0804105APALJWP,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T13:48:28Z,K19,LED-K1903,WIP0731105APAJKNC,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:49:55Z,M39,LED-M3901,WIP0804105APALJH0,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:50:00Z,N39,LED-N3901,WIP0804105APAM6EG,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:50:15Z,M39,LED-M3905,WIP0804105APALJJ5,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:51:17Z,M39,LED-M3905,WIP0804105APALJGR,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:53:26Z,N29,LED-N2902,WIP0804105APAM4H6,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:53:47Z,M39,LED-M3901,WIP0804105APALJGA,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:54:16Z,M39,LED-M3901,WIP0804105APALJG9,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:54:44Z,M39,LED-M3905,WIP0804105APALJT0,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:54:58Z,M39,LED-M3902,WIP0804105APALJGX,device offline,device offline YES,0,0,0,0,1,
2020-08-04,D,G950-04226-02,2020-08-04T13:54:24Z,M39,LED-M3903,WIP0803105APAL21J,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:57:11Z,M39,LED-M3901,WIP0804105APALJFV,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:58:25Z,N39,LED-N3903,WIP0804105APAM4GP,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:00:14Z,K19,LED-K1903,WIP0803105APAL945,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:00:18Z,N39,LED-N3903,WIP0804105APAM4MC,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:05:11Z,M39,LED-M3905,WIP0804105APALJLL,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:00:14Z,K19,LED-K1903,WIP0803105APAL945,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:11:21Z,M39,LED-M3901,WIP0804105APALJEB,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:12:10Z,N39,LED-N3903,WIP0804105APAM4DM,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T13:33:53Z,M39,LED-M3905,WIP0804105APALJMK,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:00:14Z,K19,LED-K1903,WIP0803105APAL945,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:16:08Z,M39,LED-M3903,WIP0804105APALJDD,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:17:14Z,M39,LED-M3902,WIP0804105APALJD8,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:19:56Z,M39,LED-M3905,WIP0804105APALJD3,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:20:28Z,N39,LED-N3903,WIP0804105APAM4CD,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:20:42Z,M39,LED-M3901,WIP0804105APALJCK,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T13:48:28Z,K19,LED-K1903,WIP0731105APAJKNC,device offline,device offline YES,0,0,0,0,1,
2020-08-04,D,G950-04226-02,2020-08-04T13:54:24Z,M39,LED-M3903,WIP0803105APAL21J,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T14:25:48Z,N19,LED-N1903,WIP0804105APAM37M,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:26:00Z,M39,LED-M3901,WIP0804105APALJBR,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:00:14Z,K19,LED-K1903,WIP0803105APAL945,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:27:21Z,M39,LED-M3901,WIP0804105APALJB8,device offline,device offline YES,0,0,0,0,1,
2020-08-04,D,G950-04226-02,2020-08-04T13:54:24Z,M39,LED-M3903,WIP0803105APAL21J,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T13:36:41Z,N19,LED-N1904,WIP0804105APAM3GV,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T14:29:59Z,N19,LED-N1903,WIP0804105APAM36W,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:00:14Z,K19,LED-K1903,WIP0803105APAL945,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:31:30Z,M39,LED-M3901,WIP0804105APALJBJ,device offline,device offline YES,0,0,0,0,1,
2020-08-04,D,G950-04226-02,2020-08-04T13:54:24Z,M39,LED-M3903,WIP0803105APAL21J,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T13:36:41Z,N19,LED-N1904,WIP0804105APAM3GV,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:35:39Z,M29,LED-M2902,WIP0804105APALU0B,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T13:36:41Z,N19,LED-N1904,WIP0804105APAM3GV,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T13:36:41Z,N19,LED-N1904,WIP0804105APAM3GV,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:40:58Z,N29,LED-N2902,WIP0804105APAM48V,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:41:34Z,M39,LED-M3903,WIP0804105APALJ8U,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:43:53Z,M39,LED-M3902,WIP0804105APALJ87,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:43:55Z,M39,LED-M3905,WIP0804105APALJ8G,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:45:24Z,N39,LED-N3903,WIP0804105APAM63T,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T14:46:28Z,K19,LED-K1901,WIP0803105APAL69E,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:48:52Z,N29,LED-N2905,WIP0804105APAM480,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:51:31Z,M39,LED-M3905,WIP0804105APALJAJ,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:51:31Z,M39,LED-M3905,WIP0804105APALJAJ,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:54:21Z,N39,LED-N3903,WIP0804105APAM46R,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:54:43Z,M39,LED-M3902,WIP0804105APALJ74,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:55:36Z,M29,LED-M2901,WIP0804105APALUFR,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:58:54Z,M39,LED-M3901,WIP0804105APALJ5N,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:54:43Z,M39,LED-M3902,WIP0804105APALJ74,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T14:00:14Z,K19,LED-K1903,WIP0803105APAL945,device offline,device offline YES,0,0,0,0,1,
