Tata,D/N,Config,Test time,Line,Fixture,SN,Failure Mode,Failure Description,Retest,NTF,Fail,SOF,OFFLINE
2020-08-05,D,G950-04226-02,2020-08-05T09:28:18Z,M29,TOUCH-M2904,WIP0804105APALL07,"vt_sns5_press_diff0_avg
vt_sns5_press_diffm_avg
vt_sns5_press_diff2_avg
vt_sns5_press_diff1_avg
","vt_sns5_press_diff0_avg  197.40983606557376
vt_sns5_press_diffm_avg  198.54098360655738
vt_sns5_press_diff2_avg  199.04918032786884
vt_sns5_press_diff1_avg  198.60655737704917
",1,0,0,0,0,
2020-08-05,D,G950-04226-02,2020-08-05T09:26:44Z,M29,TOUCH-M2903,WIP0804105APALKW0,"vt_sns5_press_diff0_avg
vt_sns5_press_diffm_avg
vt_sns5_press_diff2_avg
vt_sns5_press_diff1_avg
","vt_sns5_press_diff0_avg  0.0
vt_sns5_press_diffm_avg  0.0
vt_sns5_press_diff2_avg  0.0
vt_sns5_press_diff1_avg  0.0
",1,0,0,0,0,
2020-08-05,D,G950-04226-02,2020-08-05T09:48:24Z,M39,TOUCH-M3901,WIP0804105APAM006,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:48:41Z,N39,TOUCH-N3901,WIP0804105APAM7F2,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:48:51Z,M39,TOUCH-M3903,WIP0804105APALYU5,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:48:24Z,M39,TOUCH-M3901,WIP0804105APAM006,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:50:20Z,M39,TOUCH-M3902,WIP0804105APAM012,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:25:49Z,M29,TOUCH-M2903,WIP0804105APALKPA,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T09:17:40Z,K19,TOUCH-K1902,WIP0718105APAFDWW,"vt_sns5_press_diff0_avg
vt_sns5_press_diffm_avg
vt_sns5_press_diff2_avg
vt_sns5_press_diff1_avg
","vt_sns5_press_diff0_avg  192.0
vt_sns5_press_diffm_avg  191.21311475409837
vt_sns5_press_diff2_avg  191.21311475409837
vt_sns5_press_diff1_avg  186.54098360655738
",0,1,0,0,0,
2020-08-05,D,G950-04226-02,2020-08-05T09:42:34Z,N19,TOUCH-N1902,WIP0803105APAL27N,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:44:10Z,M39,TOUCH-M3904,WIP0804105APALYV4,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:49:39Z,N39,TOUCH-N3904,WIP0804105APAM7F3,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:53:19Z,M39,TOUCH-M3903,WIP0804105APALYU9,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:53:42Z,M29,TOUCH-M2904,WIP0804105APALKNU,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:52:47Z,K19,TOUCH-K1901,WIP0718105APAFURW,"AMP_CALIBRATION
SN_FATP_WRITE
","AMP_CALIBRATION  False
SN_FATP_WRITE  False
",1,0,0,0,0,
2020-08-05,D,G950-04226-02,2020-08-05T09:54:37Z,M29,TOUCH-M2905,WIP0804105APALKKK,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:54:44Z,M39,TOUCH-M3902,WIP0804105APALYT7,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:55:31Z,M39,TOUCH-M3903,WIP0804105APALYT2,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:49:39Z,N39,TOUCH-N3904,WIP0804105APAM7F3,"vt_sns5_SNR_p2p
vt_sns5_press_diff0_avg
vt_sns5_press_diffm_avg
vt_sns5_press_diff2_avg
vt_sns5_press_diff1_avg
","vt_sns5_SNR_p2p  1.9426229508196684
vt_sns5_press_diff0_avg  0.0
vt_sns5_press_diffm_avg  0.0
vt_sns5_press_diff2_avg  0.0
vt_sns5_press_diff1_avg  0.0
",1,0,0,0,0,
2020-08-05,D,G950-04226-02,2020-08-05T09:44:10Z,M39,TOUCH-M3904,WIP0804105APALYV4,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:56:38Z,N29,TOUCH-N2904,WIP0804105APALVFU,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:57:23Z,M39,TOUCH-M3901,WIP0804105APALYRW,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:44:10Z,M39,TOUCH-M3904,WIP0804105APALYV4,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T09:56:48Z,K19,TOUCH-K1903,WIP0721105APAHL77,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:54:44Z,M39,TOUCH-M3902,WIP0804105APALYT7,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:59:15Z,N39,TOUCH-N3903,WIP0804105APAM7DR,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T09:53:19Z,M39,TOUCH-M3903,WIP0804105APALYU9,"vt_sns4_baseline_diffm_std
vt_sns5_baseline_diffm_max
vt_sns4_press_raw_avg
vt_sns5_sensitivity
vt_sns5_delta_diff2_avg
vt_sns0_press_diff0_min
vt_sns4_press_diff2_std
vt_sns4_baseline_raw_max_dev
vt_sns4_baseline_diff1_min
vt_sns5_press_cp
vt_sns5_press_diffm_p2p
vt_sns4_press_raw_min
vt_sns5_baseline_diff0_max_dev
vt_sns0_delta_baseline0_avg
vt_sns0_press_baseline0_avg
vt_sns4_delta_diff1_avg
vt_sns0_press_diff1_avg
vt_sns4_baseline_cp
vt_sns0_press_diffm_p2p
vt_sns5_delta_baseline0_avg
vt_sns4_delta_diff0_avg
vt_sns4_baseline_diff1_max
vt_sns5_baseline_diff2_avg
vt_sns4_delta_raw_avg
vt_sns4_press_diff2_avg
vt_sns0_press_diff2_avg
vt_sns0_press_raw_avg
vt_sns4_press_diff1_avg
vt_sns5_press_diff0_p2p
vt_sns4_baseline_diff2_max
vt_sns5_press_raw_std
vt_sns4_press_baseline0_max_dev
vt_sns5_baseline_raw_p2p
vt_sns5_baseline_diff0_min
vt_sns0_sensitivity
vt_sns4_press_diffm_std
vt_sns5_baseline_diff2_std
vt_sns5_baseline_baseline0_p2p
vt_sns5_delta_diffm_avg
vt_sns5_baseline_baseline0_min
vt_sns4_press_raw_std
vt_sns4_press_raw_p2p
vt_sns4_baseline_diff1_avg
vt_sns5_baseline_diff1_avg
vt_sns0_baseline_diff1_max_dev
vt_sns5_baseline_diffm_max_dev
vt_sns5_baseline_diff1_max_dev
vt_sns5_baseline_raw_max
vt_sns0_press_raw_p2p
vt_sns5_press_diffm_std
vt_sns5_baseline_cp
dut_offline
vt_sns4_press_baseline0_avg
vt_sns5_press_raw_avg
vt_sns5_baseline_diff2_min
vt_sns4_delta_diffm_avg
vt_sns0_press_raw_min
vt_sns5_press_diff2_avg
vt_sns4_press_diff1_min
vt_sns5_baseline_raw_min
vt_sns4_press_diff2_min
vt_sns0_press_diff1_min
vt_sns5_baseline_diffm_avg
vt_sns4_baseline_diff0_max
vt_sns0_baseline_baseline0_max_dev
vt_sns0_baseline_diff2_max
vt_sns4_press_diff0_max
vt_sns0_baseline_raw_p2p
vt_sns0_press_diff0_std
vt_sns4_delta_diff2_avg
vt_sns5_press_baseline0_std
vt_sns5_baseline_baseline0_avg
vt_sns4_baseline_baseline0_std
vt_sns5_press_diff2_std
vt_sns0_baseline_baseline0_max
vt_sns0_press_diff2_p2p
vt_sns0_baseline_diff2_min
vt_sns0_baseline_baseline0_min
vt_sns0_baseline_diff0_max
vt_sns0_press_diff1_max
vt_sns0_press_diff2_min
vt_sns4_press_diff2_max
vt_sns5_press_baseline0_max_dev
vt_SNS_VDD_SHORT
vt_sns5_delta_raw_avg
vt_sns4_press_cp
vt_sns0_SNR
vt_sns5_baseline_diff1_min
vt_sns5_baseline_diff2_max
vt_sns5_press_diffm_max_dev
vt_sns0_baseline_diff0_min
vt_sns5_SNR
vt_sns4_press_baseline0_p2p
vt_sns0_delta_diff0_avg
vt_sns0_baseline_raw_max_dev
vt_sns4_baseline_diffm_min
vt_sns5_press_diff1_avg
vt_sns4_press_baseline0_std
vt_sns4_baseline_diff1_std
vt_sns5_baseline_diff1_max
vt_sns4_press_diffm_max_dev
vt_sns0_press_baseline0_max_dev
vt_sns0_press_diffm_std
vt_sns5_delta_diff0_avg
vt_sns0_press_diff2_max
vt_sns4_delta_baseline0_avg
vt_sns0_baseline_diff1_max
vt_sns4_baseline_diffm_max_dev
vt_sns0_press_diff0_max
vt_sns0_press_diffm_avg
vt_sns5_baseline_diff2_max_dev
vt_sns0_press_diff1_max_dev
vt_sns0_baseline_diff1_min
vt_sns0_baseline_diffm_std
vt_sns4_baseline_diff0_p2p
vt_sns4_baseline_diffm_p2p
vt_sns5_baseline_diffm_p2p
vt_sns4_press_baseline0_max
vt_sns0_baseline_diffm_p2p
vt_sns4_press_raw_max
vt_sns4_baseline_raw_p2p
vt_sns4_baseline_baseline0_p2p
vt_sns4_baseline_diff2_std
vt_sns5_press_diff1_p2p
vt_sns4_press_raw_max_dev
vt_sns4_press_diffm_min
vt_sns5_press_raw_max_dev
vt_sns0_press_diff0_p2p
vt_sns4_press_diffm_avg
vt_sns0_delta_diff1_avg
vt_SNS_CP_HIGH
vt_sns5_press_diff0_std
vt_sns5_press_diff2_p2p
vt_sns4_baseline_diff0_min
vt_sns0_baseline_cp
vt_sns4_baseline_diff1_max_dev
vt_sns4_baseline_diff2_p2p
vt_sns5_press_diff1_max
vt_sns4_baseline_baseline0_max
vt_sns0_baseline_diff1_p2p
vt_sns5_baseline_baseline0_max_dev
vt_sns5_baseline_raw_max_dev
vt_sns0_press_baseline0_p2p
vt_sns4_baseline_baseline0_min
vt_sns0_baseline_diffm_avg
vt_sns5_press_raw_p2p
vt_sns4_baseline_diff2_avg
vt_sns0_press_diff0_avg
vt_sns5_press_baseline0_p2p
vt_sns4_baseline_diff2_max_dev
vt_sns0_press_baseline0_min
vt_sns5_press_diffm_min
vt_sns4_baseline_raw_avg
vt_sns5_baseline_baseline0_max
vt_sns0_baseline_diff2_max_dev
vt_sns4_press_baseline0_min
vt_sns4_sensitivity
vt_sns5_press_diffm_max
vt_sns0_baseline_raw_std
vt_sns0_baseline_raw_avg
vt_sns0_press_diff2_max_dev
vt_sns4_press_diff2_p2p
vt_sns0_press_baseline0_max
vt_sns0_press_cp
vt_sns5_baseline_raw_std
vt_sns5_press_diff0_avg
vt_sns4_press_diffm_p2p
vt_sns5_press_diff1_max_dev
vt_sns0_press_diffm_max_dev
vt_sns4_baseline_diff0_max_dev
vt_sns4_baseline_diffm_avg
vt_sns4_press_diff1_max
vt_sns4_SNR
vt_sns0_press_raw_max
vt_sns4_baseline_raw_std
vt_sns4_press_diff0_p2p
vt_sns4_press_diff1_std
vt_sns5_baseline_diff0_p2p
vt_sns0_press_raw_std
vt_sns5_press_diff2_max_dev
vt_sns0_SNR_p2p
vt_sns5_delta_diff1_avg
vt_sns0_baseline_diffm_min
vt_SNS_GND_SHORT
vt_sns5_press_raw_min
vt_sns5_press_diff0_max
vt_sns0_baseline_diff2_avg
vt_sns4_press_diff0_max_dev
vt_SNS_SNS_SHORT
vt_sns0_delta_diff2_avg
vt_sns5_baseline_diff0_avg
vt_sns0_baseline_baseline0_p2p
vt_sns0_delta_diffm_avg
vt_sns5_baseline_diffm_std
vt_sns5_press_baseline0_min
vt_sns0_baseline_diff0_p2p
vt_sns0_baseline_raw_min
vt_sns0_press_diff2_std
vt_sns0_baseline_diff2_std
vt_sns5_baseline_raw_avg
vt_sns4_baseline_diffm_max
vt_sns5_baseline_diffm_min
vt_sns4_baseline_diff1_p2p
vt_sns4_baseline_diff0_avg
vt_sns5_baseline_diff0_max
vt_sns5_press_raw_max
vt_sns0_baseline_baseline0_std
vt_sns5_baseline_diff0_std
vt_sns5_baseline_diff1_std
vt_sns5_press_baseline0_max
vt_sns5_press_diff1_std
vt_sns5_press_diff0_min
vt_sns5_baseline_diff1_p2p
vt_sns4_press_diff0_std
vt_sns0_press_diff1_p2p
vt_sns0_baseline_diffm_max
vt_sns4_baseline_raw_min
vt_sns5_press_diffm_avg
vt_sns0_baseline_diff0_avg
vt_sns4_baseline_diff2_min
vt_sns5_press_diff2_min
vt_sns5_press_diff2_max
vt_sns0_baseline_diff0_std
vt_sns4_press_diffm_max
vt_sns4_press_diff0_avg
vt_sns0_baseline_diff1_std
vt_sns0_press_diff0_max_dev
vt_sns0_baseline_baseline0_avg
vt_sns4_baseline_baseline0_max_dev
vt_sns5_press_diff0_max_dev
vt_sns4_press_diff2_max_dev
vt_sns5_press_baseline0_avg
vt_sns0_baseline_raw_max
vt_sns4_press_diff1_p2p
vt_sns4_baseline_diff0_std
vt_sns0_press_diffm_min
vt_sns5_baseline_baseline0_std
vt_sns5_SNR_p2p
vt_sns0_baseline_diffm_max_dev
vt_sns0_baseline_diff1_avg
vt_sns0_press_diffm_max
vt_sns4_SNR_p2p
vt_sns5_press_diff1_min
vt_sns0_press_baseline0_std
vt_sns0_press_diff1_std
vt_sns0_baseline_diff2_p2p
vt_sns4_press_diff0_min
vt_sns4_press_diff1_max_dev
vt_sns5_baseline_diff2_p2p
vt_sns0_press_raw_max_dev
vt_sns4_baseline_raw_max
vt_sns0_baseline_diff0_max_dev
vt_sns4_baseline_baseline0_avg
vt_sns0_delta_raw_avg
","vt_sns4_baseline_diffm_std  None
vt_sns5_baseline_diffm_max  None
vt_sns4_press_raw_avg  None
vt_sns5_sensitivity  None
vt_sns5_delta_diff2_avg  None
vt_sns0_press_diff0_min  None
vt_sns4_press_diff2_std  None
vt_sns4_baseline_raw_max_dev  None
vt_sns4_baseline_diff1_min  None
vt_sns5_press_cp  None
vt_sns5_press_diffm_p2p  None
vt_sns4_press_raw_min  None
vt_sns5_baseline_diff0_max_dev  None
vt_sns0_delta_baseline0_avg  None
vt_sns0_press_baseline0_avg  None
vt_sns4_delta_diff1_avg  None
vt_sns0_press_diff1_avg  None
vt_sns4_baseline_cp  None
vt_sns0_press_diffm_p2p  None
vt_sns5_delta_baseline0_avg  None
vt_sns4_delta_diff0_avg  None
vt_sns4_baseline_diff1_max  None
vt_sns5_baseline_diff2_avg  None
vt_sns4_delta_raw_avg  None
vt_sns4_press_diff2_avg  None
vt_sns0_press_diff2_avg  None
vt_sns0_press_raw_avg  None
vt_sns4_press_diff1_avg  None
vt_sns5_press_diff0_p2p  None
vt_sns4_baseline_diff2_max  None
vt_sns5_press_raw_std  None
vt_sns4_press_baseline0_max_dev  None
vt_sns5_baseline_raw_p2p  None
vt_sns5_baseline_diff0_min  None
vt_sns0_sensitivity  None
vt_sns4_press_diffm_std  None
vt_sns5_baseline_diff2_std  None
vt_sns5_baseline_baseline0_p2p  None
vt_sns5_delta_diffm_avg  None
vt_sns5_baseline_baseline0_min  None
vt_sns4_press_raw_std  None
vt_sns4_press_raw_p2p  None
vt_sns4_baseline_diff1_avg  None
vt_sns5_baseline_diff1_avg  None
vt_sns0_baseline_diff1_max_dev  None
vt_sns5_baseline_diffm_max_dev  None
vt_sns5_baseline_diff1_max_dev  None
vt_sns5_baseline_raw_max  None
vt_sns0_press_raw_p2p  None
vt_sns5_press_diffm_std  None
vt_sns5_baseline_cp  None
dut_offline  YES
vt_sns4_press_baseline0_avg  None
vt_sns5_press_raw_avg  None
vt_sns5_baseline_diff2_min  None
vt_sns4_delta_diffm_avg  None
vt_sns0_press_raw_min  None
vt_sns5_press_diff2_avg  None
vt_sns4_press_diff1_min  None
vt_sns5_baseline_raw_min  None
vt_sns4_press_diff2_min  None
vt_sns0_press_diff1_min  None
vt_sns5_baseline_diffm_avg  None
vt_sns4_baseline_diff0_max  None
vt_sns0_baseline_baseline0_max_dev  None
vt_sns0_baseline_diff2_max  None
vt_sns4_press_diff0_max  None
vt_sns0_baseline_raw_p2p  None
vt_sns0_press_diff0_std  None
vt_sns4_delta_diff2_avg  None
vt_sns5_press_baseline0_std  None
vt_sns5_baseline_baseline0_avg  None
vt_sns4_baseline_baseline0_std  None
vt_sns5_press_diff2_std  None
vt_sns0_baseline_baseline0_max  None
vt_sns0_press_diff2_p2p  None
vt_sns0_baseline_diff2_min  None
vt_sns0_baseline_baseline0_min  None
vt_sns0_baseline_diff0_max  None
vt_sns0_press_diff1_max  None
vt_sns0_press_diff2_min  None
vt_sns4_press_diff2_max  None
vt_sns5_press_baseline0_max_dev  None
vt_SNS_VDD_SHORT  None
vt_sns5_delta_raw_avg  None
vt_sns4_press_cp  None
vt_sns0_SNR  None
vt_sns5_baseline_diff1_min  None
vt_sns5_baseline_diff2_max  None
vt_sns5_press_diffm_max_dev  None
vt_sns0_baseline_diff0_min  None
vt_sns5_SNR  None
vt_sns4_press_baseline0_p2p  None
vt_sns0_delta_diff0_avg  None
vt_sns0_baseline_raw_max_dev  None
vt_sns4_baseline_diffm_min  None
vt_sns5_press_diff1_avg  None
vt_sns4_press_baseline0_std  None
vt_sns4_baseline_diff1_std  None
vt_sns5_baseline_diff1_max  None
vt_sns4_press_diffm_max_dev  None
vt_sns0_press_baseline0_max_dev  None
vt_sns0_press_diffm_std  None
vt_sns5_delta_diff0_avg  None
vt_sns0_press_diff2_max  None
vt_sns4_delta_baseline0_avg  None
vt_sns0_baseline_diff1_max  None
vt_sns4_baseline_diffm_max_dev  None
vt_sns0_press_diff0_max  None
vt_sns0_press_diffm_avg  None
vt_sns5_baseline_diff2_max_dev  None
vt_sns0_press_diff1_max_dev  None
vt_sns0_baseline_diff1_min  None
vt_sns0_baseline_diffm_std  None
vt_sns4_baseline_diff0_p2p  None
vt_sns4_baseline_diffm_p2p  None
vt_sns5_baseline_diffm_p2p  None
vt_sns4_press_baseline0_max  None
vt_sns0_baseline_diffm_p2p  None
vt_sns4_press_raw_max  None
vt_sns4_baseline_raw_p2p  None
vt_sns4_baseline_baseline0_p2p  None
vt_sns4_baseline_diff2_std  None
vt_sns5_press_diff1_p2p  None
vt_sns4_press_raw_max_dev  None
vt_sns4_press_diffm_min  None
vt_sns5_press_raw_max_dev  None
vt_sns0_press_diff0_p2p  None
vt_sns4_press_diffm_avg  None
vt_sns0_delta_diff1_avg  None
vt_SNS_CP_HIGH  None
vt_sns5_press_diff0_std  None
vt_sns5_press_diff2_p2p  None
vt_sns4_baseline_diff0_min  None
vt_sns0_baseline_cp  None
vt_sns4_baseline_diff1_max_dev  None
vt_sns4_baseline_diff2_p2p  None
vt_sns5_press_diff1_max  None
vt_sns4_baseline_baseline0_max  None
vt_sns0_baseline_diff1_p2p  None
vt_sns5_baseline_baseline0_max_dev  None
vt_sns5_baseline_raw_max_dev  None
vt_sns0_press_baseline0_p2p  None
vt_sns4_baseline_baseline0_min  None
vt_sns0_baseline_diffm_avg  None
vt_sns5_press_raw_p2p  None
vt_sns4_baseline_diff2_avg  None
vt_sns0_press_diff0_avg  None
vt_sns5_press_baseline0_p2p  None
vt_sns4_baseline_diff2_max_dev  None
vt_sns0_press_baseline0_min  None
vt_sns5_press_diffm_min  None
vt_sns4_baseline_raw_avg  None
vt_sns5_baseline_baseline0_max  None
vt_sns0_baseline_diff2_max_dev  None
vt_sns4_press_baseline0_min  None
vt_sns4_sensitivity  None
vt_sns5_press_diffm_max  None
vt_sns0_baseline_raw_std  None
vt_sns0_baseline_raw_avg  None
vt_sns0_press_diff2_max_dev  None
vt_sns4_press_diff2_p2p  None
vt_sns0_press_baseline0_max  None
vt_sns0_press_cp  None
vt_sns5_baseline_raw_std  None
vt_sns5_press_diff0_avg  None
vt_sns4_press_diffm_p2p  None
vt_sns5_press_diff1_max_dev  None
vt_sns0_press_diffm_max_dev  None
vt_sns4_baseline_diff0_max_dev  None
vt_sns4_baseline_diffm_avg  None
vt_sns4_press_diff1_max  None
vt_sns4_SNR  None
vt_sns0_press_raw_max  None
vt_sns4_baseline_raw_std  None
vt_sns4_press_diff0_p2p  None
vt_sns4_press_diff1_std  None
vt_sns5_baseline_diff0_p2p  None
vt_sns0_press_raw_std  None
vt_sns5_press_diff2_max_dev  None
vt_sns0_SNR_p2p  None
vt_sns5_delta_diff1_avg  None
vt_sns0_baseline_diffm_min  None
vt_SNS_GND_SHORT  None
vt_sns5_press_raw_min  None
vt_sns5_press_diff0_max  None
vt_sns0_baseline_diff2_avg  None
vt_sns4_press_diff0_max_dev  None
vt_SNS_SNS_SHORT  None
vt_sns0_delta_diff2_avg  None
vt_sns5_baseline_diff0_avg  None
vt_sns0_baseline_baseline0_p2p  None
vt_sns0_delta_diffm_avg  None
vt_sns5_baseline_diffm_std  None
vt_sns5_press_baseline0_min  None
vt_sns0_baseline_diff0_p2p  None
vt_sns0_baseline_raw_min  None
vt_sns0_press_diff2_std  None
vt_sns0_baseline_diff2_std  None
vt_sns5_baseline_raw_avg  None
vt_sns4_baseline_diffm_max  None
vt_sns5_baseline_diffm_min  None
vt_sns4_baseline_diff1_p2p  None
vt_sns4_baseline_diff0_avg  None
vt_sns5_baseline_diff0_max  None
vt_sns5_press_raw_max  None
vt_sns0_baseline_baseline0_std  None
vt_sns5_baseline_diff0_std  None
vt_sns5_baseline_diff1_std  None
vt_sns5_press_baseline0_max  None
vt_sns5_press_diff1_std  None
vt_sns5_press_diff0_min  None
vt_sns5_baseline_diff1_p2p  None
vt_sns4_press_diff0_std  None
vt_sns0_press_diff1_p2p  None
vt_sns0_baseline_diffm_max  None
vt_sns4_baseline_raw_min  None
vt_sns5_press_diffm_avg  None
vt_sns0_baseline_diff0_avg  None
vt_sns4_baseline_diff2_min  None
vt_sns5_press_diff2_min  None
vt_sns5_press_diff2_max  None
vt_sns0_baseline_diff0_std  None
vt_sns4_press_diffm_max  None
vt_sns4_press_diff0_avg  None
vt_sns0_baseline_diff1_std  None
vt_sns0_press_diff0_max_dev  None
vt_sns0_baseline_baseline0_avg  None
vt_sns4_baseline_baseline0_max_dev  None
vt_sns5_press_diff0_max_dev  None
vt_sns4_press_diff2_max_dev  None
vt_sns5_press_baseline0_avg  None
vt_sns0_baseline_raw_max  None
vt_sns4_press_diff1_p2p  None
vt_sns4_baseline_diff0_std  None
vt_sns0_press_diffm_min  None
vt_sns5_baseline_baseline0_std  None
vt_sns5_SNR_p2p  None
vt_sns0_baseline_diffm_max_dev  None
vt_sns0_baseline_diff1_avg  None
vt_sns0_press_diffm_max  None
vt_sns4_SNR_p2p  None
vt_sns5_press_diff1_min  None
vt_sns0_press_baseline0_std  None
vt_sns0_press_diff1_std  None
vt_sns0_baseline_diff2_p2p  None
vt_sns4_press_diff0_min  None
vt_sns4_press_diff1_max_dev  None
vt_sns5_baseline_diff2_p2p  None
vt_sns0_press_raw_max_dev  None
vt_sns4_baseline_raw_max  None
vt_sns0_baseline_diff0_max_dev  None
vt_sns4_baseline_baseline0_avg  None
vt_sns0_delta_raw_avg  None
",1,0,0,0,0,
2020-08-05,D,G950-04226-01,2020-08-05T09:58:12Z,K19,TOUCH-K1901,WIP0730105APAJDVL,"AMP_CALIBRATION
SN_FATP_WRITE
","AMP_CALIBRATION  False
SN_FATP_WRITE  False
",1,0,0,0,0,
2020-08-05,D,G950-04226-01,2020-08-05T09:55:58Z,K19,TOUCH-K1903,WIP0722105APAHVJ5,"AMP_CALIBRATION
SN_FATP_WRITE
","AMP_CALIBRATION  False
SN_FATP_WRITE  False
",1,0,0,0,0,
2020-08-05,D,G950-04226-02,2020-08-05T10:01:07Z,K19,TOUCH-K1901,WIP0714105APADU6C,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T09:56:48Z,K19,TOUCH-K1903,WIP0721105APAHL77,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T10:04:02Z,M39,TOUCH-M3905,WIP0804105APALYT3,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T10:10:19Z,N19,TOUCH-N1903,WIP0803105APAL24D,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T10:11:40Z,N29,TOUCH-N2905,WIP0804105APALVF8,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T10:11:49Z,M39,TOUCH-M3904,WIP0804105APALYRL,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T10:11:40Z,N29,TOUCH-N2905,WIP0804105APALVF8,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T10:13:31Z,N29,TOUCH-N2905,WIP0804105APALVER,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T10:14:36Z,M39,TOUCH-M3902,WIP0804105APALYRT,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T10:12:41Z,K19,TOUCH-K1903,WIP0801105APAK1JV,"AMP_CALIBRATION
SN_FATP_WRITE
","AMP_CALIBRATION  False
SN_FATP_WRITE  False
",1,0,0,0,0,
2020-08-05,D,G950-04226-02,2020-08-05T10:13:31Z,M29,TOUCH-M2904,WIP0804105APALKT0,"vt_sns5_press_diff0_avg
vt_sns5_press_diffm_avg
vt_sns5_press_diff2_avg
vt_sns5_press_diff1_avg
","vt_sns5_press_diff0_avg  198.0
vt_sns5_press_diffm_avg  198.0
vt_sns5_press_diff2_avg  198.0655737704918
vt_sns5_press_diff1_avg  197.8360655737705
",1,0,0,0,0,
2020-08-05,D,G950-04226-02,2020-08-05T10:16:29Z,M29,TOUCH-M2904,WIP0804105APALKHW,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T10:15:26Z,N29,TOUCH-N2905,WIP0804105APALVEF,"vt_sns5_press_diff0_avg
vt_sns5_press_diffm_avg
vt_sns5_press_diff2_avg
vt_sns5_press_diff1_avg
","vt_sns5_press_diff0_avg  48.49180327868852
vt_sns5_press_diffm_avg  48.721311475409834
vt_sns5_press_diff2_avg  48.721311475409834
vt_sns5_press_diff1_avg  48.85245901639344
",1,0,0,0,0,
2020-08-05,D,G950-04226-02,2020-08-05T10:17:33Z,M29,TOUCH-M2903,WIP0804105APALLFP,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T10:19:21Z,M39,TOUCH-M3903,WIP0804105APALYXL,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T10:19:23Z,N19,TOUCH-N1903,WIP0804105APALXC4,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-02,2020-08-05T10:18:12Z,M29,TOUCH-M2904,WIP0804105APALLG3,"vt_sns5_press_diff2_avg
","vt_sns5_press_diff2_avg  199.59016393442624
",1,0,0,0,0,
2020-08-05,D,G950-04226-02,2020-08-05T10:20:18Z,N29,TOUCH-N2905,WIP0804105APALVE4,device offline,device offline YES,0,0,0,0,1,
2020-08-05,D,G950-04226-01,2020-08-05T10:12:32Z,K19,TOUCH-K1901,WIP0718105APAG8WL,"AMP_CALIBRATION
SN_FATP_WRITE
","AMP_CALIBRATION  False
SN_FATP_WRITE  False
",1,0,0,0,0,
