2023-06-15T12:33:57Z,S36,UIA_F6-S36_FFT_01,WIP3613MUIAX000MH,"UARTdebugport
","UARTdebugport  
"
2023-06-15T15:28:08Z,S36,UIA_F6-S36_FFT_02,WIP3613MUIAX000NL,"uart_rx_test
","uart_rx_test  
"
2023-06-15T15:49:16Z,S36,UIA_F6-S36_FFT_01,WIP3613MUIAX000QG,"UARTdebugport
","UARTdebugport  
"
