2023-06-14T13:36:11Z,S36,UIA_F6-S36_FFT_01,WIP3612MUIAX000EU,"Sperker_test_check
","Sperker_test_check  
"
2023-06-14T14:39:23Z,S36,UIA_F6-S36_FFT_01,WIP3612MUIAX000GE,"UARTdebugport
","UARTdebugport  
"
