2023-06-20T09:02:34Z,WIP3616MUIAX001LF,FFT,UIA_F6-S36_FFT_01,RETEST,N-CLVRKDS14UIA,1UIAUZZ0000,
2023-06-20T12:59:26Z,WIP3616MUIAX001KM,FFT,UIA_F6-S36_FFT_01,FAIL,N-CLVRKDS14UIA,1UIAUZZ0000,
