2023-06-17T12:38:36Z,WIP3614MUIAX0014S,FFT,UIA_F6-S36_FFT_02,RETEST,N-CLVRKDS14UIA,1UIAUZZ0000,
2023-06-17T13:33:14Z,WIP3615MUIAX00174,FFT,UIA_F6-S36_FFT_01,RETEST,N-CLVRKDS14UIA,1UIAUZZ0000,
