2023-06-15T12:37:38Z,WIP3613MUIAX000MH,FFT,UIA_F6-S36_FFT_02,RETEST,N-CLVRKDS14UIA,1UIAUZZ0000,
2023-06-15T15:37:17Z,WIP3613MUIAX000NL,FFT,UIA_F6-S36_FFT_02,RETEST,N-CLVRKDS14UIA,1UIAUZZ0000,
2023-06-15T15:52:22Z,WIP3613MUIAX000QG,FFT,UIA_F6-S36_FFT_01,RETEST,N-CLVRKDS14UIA,1UIAUZZ0000,
